;Druckmessgerät;Durchflussmesser;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;3/2-Wege-Magnetventil, in Ruhestellung gesperrt;Zylinder, doppeltwirkend;Zylinder, doppeltwirkend
;PSensorIdeal;QSensorIdeal;V1;V2;V4;V3;ADN_VI_1;ADN_VI2
218,5;19,3786434;0,0110143;3,23;3,23;3,23;6,46;290,7;0
218,6;19,3787726;0,0100453;3,23;3,23;3,23;6,46;290,7;0
218,7;19,3788695;0,0091732;3,23;3,23;3,23;6,46;290,7;0
218,8;19,3789664;0,0083657;3,23;3,23;3,23;6,46;290,7;0
218,9;19,3790633;0,0076551;3,23;3,23;3,23;6,46;290,7;0
219;19,3791602;0,0069768;3,23;3,23;3,23;6,46;290,7;0
219,1;19,3792248;0,0016473;6,46;3,23;3,23;6,46;290,7;0
219,2;19,3380423;49,9399667;6,46;3,23;3,23;6,46;267,4953893;0
219,3;19,2681451;117,8201286;6,46;3,23;3,23;6,46;221,8528407;0
219,4;19,267596;118,1006218;6,46;3,23;3,23;6,46;170,9304049;0
219,5;19,2674668;118,1347629;6,46;3,23;3,23;6,46;114,6704587;0
219,6;19,2673699;118,13402;6,46;3,23;3,23;6,46;58,8259228;0
219,7;19,3250577;70,6859983;6,46;3,23;3,23;6,46;25,6072785;0
219,8;19,3730232;13,5307607;6,46;3,23;3,23;6,46;15,9240292;0
219,9;19,3743798;11,0228595;6,46;3,23;3,23;6,46;10,593754;0
220;19,3750581;9,3243317;6,46;3,23;3,23;6,46;5,8216551;0
220,1;19,3755426;8,2769073;6,46;3,23;3,23;6,46;1,5990115;0
220,2;19,3789987;2,7977291;6,46;3,23;3,23;6,46;0,7343082;0
220,3;19,3791925;0,0036499;6,46;3,23;3,23;6,46;0,0055556;0
220,4;19,3792894;0,0033269;6,46;3,23;3,23;6,46;0;0
220,5;19,379354;0,0030362;6,46;3,23;3,23;6,46;0;0
220,6;19,3793863;0,0027778;6,46;3,23;3,23;6,46;0;0
220,7;19,3794509;0,0025194;6,46;3,23;3,23;6,46;0;0
220,8;19,3794832;0,0023256;6,46;3,23;3,23;6,46;0;0
220,9;19,3795478;0,0020995;6,46;3,23;3,23;6,46;0;0
221;19,3795801;0,001938;6,46;3,23;3,23;6,46;0;0
221,1;19,3796124;0,0017442;6,46;3,23;3,23;6,46;0;0
221,2;19,3796447;0,001615;6,46;3,23;3,23;6,46;0;0
221,3;19,379677;0,0014535;6,46;3,23;3,23;6,46;0;0
221,4;19,3797093;0,0004522;6,46;6,46;6,46;6,46;0;0
221,5;19,3797416;0,0003876;6,46;6,46;6,46;6,46;0;0
221,6;19,3797416;0,0003553;6,46;6,46;6,46;6,46;0;0
221,7;19,3797739;0,000323;6,46;6,46;6,46;6,46;0;0
221,8;19,3798062;0,0002907;6,46;6,46;6,46;6,46;0;0
221,9;19,3798062;0,0002584;6,46;6,46;6,46;6,46;0;0
222;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
222,1;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
222,2;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
222,3;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
222,4;19,3798708;0,0001615;6,46;6,46;6,46;6,46;0;0
222,5;19,3799031;0,0001615;6,46;6,46;6,46;6,46;0;0
222,6;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
222,7;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
222,8;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
222,9;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
223;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
223,1;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
223,2;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
223,3;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
223,4;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
223,5;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
223,6;19,3799677;0,0000646;6,46;6,46;6,46;6,46;0;0
223,7;12,4255193;155,1602852;3,23;3,23;3,23;3,23;162,5617979;104,4051311
223,8;16,72817;211,5770802;3,23;3,23;3,23;3,23;272,1299225;110,5507552
223,9;19,0830015;162,6206162;3,23;3,23;3,23;3,23;282,4701861;115,2771819
224;19,3681782;18,5316405;3,23;3,23;3,23;3,23;289,3050922;119,4225962
224,1;19,377739;6,1325426;3,23;3,23;3,23;3,23;290,7;122,9753701
224,2;19,3779328;0,3296538;3,23;3,23;3,23;3,23;290,7;125,9275901
224,3;19,3781266;0,3010037;3,23;3,23;3,23;3,23;290,7;127,8042847
224,4;19,378385;0,0135014;3,23;3,23;3,23;3,23;290,7;128,5030629
224,5;19,3785465;0,0123063;3,23;3,23;3,23;3,23;290,7;129,2
224,6;19,3786757;0,0112404;3,23;3,23;3,23;3,23;290,7;129,2
224,7;19,3787726;0,0102391;3,23;3,23;3,23;3,23;290,7;129,2
224,8;19,3788695;0,009367;3,23;3,23;3,23;3,23;290,7;129,2
224,9;19,3789664;0,0085595;3,23;3,23;3,23;3,23;290,7;129,2
225;19,3790633;0,0078166;3,23;3,23;3,23;3,23;290,7;129,2
225,1;19,3791602;0,0071383;3,23;3,23;3,23;3,23;290,7;129,2
225,2;19,3792248;0,0065246;3,23;3,23;3,23;3,23;290,7;129,2
225,3;19,3792894;0,0059432;3,23;3,23;3,23;3,23;290,7;129,2
225,4;19,379354;0,0054264;3,23;3,23;3,23;3,23;290,7;129,2
225,5;19,3794186;0,0049419;3,23;3,23;3,23;3,23;290,7;129,2
225,6;19,3794509;0,004522;3,23;3,23;3,23;3,23;290,7;129,2
225,7;19,3795155;0,0041344;3,23;3,23;3,23;3,23;290,7;129,2
225,8;19,3313239;74,7231107;6,46;3,23;3,23;6,46;290,5802962;80,8545551
225,9;19,2861685;110,9698154;6,46;3,23;3,23;6,46;254,6114684;32,6558168
226;19,2645921;117,4656361;6,46;3,23;3,23;6,46;202,1401507;6,4603876
226,1;19,2676606;119,5876815;6,46;3,23;3,23;6,46;145,9120846;3,2184043
226,2;19,2675637;118,1386389;6,46;3,23;3,23;6,46;89,6522676;0
226,3;19,2674668;118,1338908;6,46;3,23;3,23;6,46;33,3922891;0
226,4;19,3372671;49,106336;6,46;3,23;3,23;6,46;21,6367687;0
226,5;19,3739276;12,3610808;6,46;3,23;3,23;6,46;13,561478;0
226,6;19,374832;9,9395175;6,46;3,23;3,23;6,46;8,2013576;0
226,7;19,3754134;8,8558848;6,46;3,23;3,23;6,46;3,9401155;0
226,8;19,3776421;5,6257233;6,46;3,23;3,23;6,46;1,1689693;0
226,9;19,3789664;0,0198645;6,46;3,23;3,23;6,46;0,0034238;0
227;19,3793217;0,0031654;6,46;3,23;3,23;6,46;0;0
227,1;19,3793863;0,0028747;6,46;3,23;3,23;6,46;0;0
227,2;19,3794186;0,0026486;6,46;3,23;3,23;6,46;0;0
227,3;19,3794832;0,0023902;6,46;3,23;3,23;6,46;0;0
227,4;19,3795155;0,0021964;6,46;3,23;3,23;6,46;0;0
227,5;19,3795478;0,0020026;6,46;3,23;3,23;6,46;0;0
227,6;19,3796124;0,0018411;6,46;3,23;3,23;6,46;0;0
227,7;19,3796447;0,0016796;6,46;3,23;3,23;6,46;0;0
227,8;19,379677;0,0005491;6,46;6,46;3,23;6,46;0;0
227,9;19,3797093;0,0005168;6,46;6,46;3,23;6,46;0;0
228;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;0
228,1;19,3797416;0,0004199;6,46;6,46;3,23;6,46;0;0
228,2;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
228,3;19,3797739;0,0003553;6,46;6,46;3,23;6,46;0;0
228,4;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
228,5;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
228,6;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
228,7;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
228,8;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
228,9;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
229;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
229,1;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
229,2;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
229,3;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
229,4;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
229,5;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
229,6;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
229,7;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
229,8;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
229,9;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
230;19,3799677;0,0000646;6,46;6,46;3,23;6,46;0;0
230,1;13,1904802;125,6395064;3,23;3,23;6,46;6,46;163,3375793;0
230,2;17,799561;162,8406438;3,23;3,23;6,46;6,46;272,5078971;0
230,3;18,8687556;122,6978808;3,23;3,23;6,46;6,46;282,8169912;0
230,4;19,3707299;17,8012083;3,23;3,23;6,46;6,46;289,6226658;0
230,5;19,378062;5,7245936;3,23;3,23;6,46;6,46;290,7;0
230,6;19,3782235;0,0139536;3,23;3,23;6,46;6,46;290,7;0
230,7;19,378385;0,0127262;3,23;3,23;6,46;6,46;290,7;0
230,8;19,3785142;0,011628;3,23;3,23;6,46;6,46;290,7;0
230,9;19,3786434;0,0106267;3,23;3,23;6,46;6,46;290,7;0
231;19,3787726;0,00969;3,23;3,23;6,46;6,46;290,7;0
231,1;19,3788695;0,0088502;3,23;3,23;6,46;6,46;290,7;0
231,2;19,3789664;0,008075;3,23;3,23;6,46;6,46;290,7;0
231,3;19,3790633;0,0073644;3,23;3,23;6,46;6,46;290,7;0
231,4;19,3791602;0,0067507;3,23;3,23;6,46;6,46;290,7;0
231,5;19,3792248;0,006137;3,23;3,23;6,46;6,46;290,7;0
231,6;19,3792894;0,0056202;3,23;3,23;6,46;6,46;290,7;0
231,7;19,379354;0,0051357;3,23;3,23;6,46;6,46;290,7;0
231,8;19,3794186;0,0046835;3,23;3,23;6,46;6,46;290,7;0
231,9;19,3794509;0,0042636;3,23;3,23;6,46;6,46;290,7;0
232;19,3795155;0,0039083;3,23;3,23;6,46;6,46;290,7;0
232,1;19,3795478;0,003553;3,23;3,23;6,46;6,46;290,7;0
232,2;19,3795801;0,0032623;3,23;3,23;6,46;6,46;290,7;0
232,3;19,346731;37,2678046;6,46;3,23;3,23;3,23;289,9230235;108,5085877
232,4;19,2806775;110,9513075;6,46;3,23;3,23;3,23;247,0974225;113,85427
232,5;19,2711167;116,3739284;6,46;3,23;3,23;3,23;197,6600115;118,3614443
232,6;19,2670469;118,4910642;6,46;3,23;3,23;3,23;141,4004529;122,0504273
232,7;19,2669823;118,4507538;6,46;3,23;3,23;3,23;85,1405713;125,0751931
232,8;19,3078741;94,3135129;6,46;3,23;3,23;3,23;43,8329088;127,1470766
232,9;19,3561949;37,4303382;6,46;3,23;3,23;3,23;19,2390428;128,1754763
233;19,3740245;12,1116279;6,46;3,23;3,23;3,23;13,1860551;129,2
233,1;19,3748966;9,8280179;6,46;3,23;3,23;3,23;7,9739979;129,2
233,2;19,3754457;8,7771374;6,46;3,23;3,23;3,23;3,4961197;129,2
233,3;19,3789987;5,5954582;6,46;3,23;3,23;3,23;1,6940058;129,2
233,4;19,3792248;0,0187663;6,46;3,23;3,23;3,23;0,0046512;129,2
233,5;19,3793217;0,0031977;6,46;3,23;3,23;3,23;0;129,2
233,6;19,3793863;0,002907;6,46;3,23;3,23;3,23;0;129,2
233,7;19,3794509;0,0026809;6,46;3,23;3,23;3,23;0;129,2
233,8;19,3794832;0,0024225;6,46;3,23;3,23;3,23;0;129,2
233,9;19,3795478;0,0022287;6,46;3,23;3,23;3,23;0;129,2
234;19,3795801;0,0020349;6,46;3,23;3,23;3,23;0;129,2
234,1;19,3796124;0,0018411;6,46;3,23;3,23;3,23;0;129,2
234,2;19,3796447;0,0016796;6,46;3,23;3,23;3,23;0;129,2
234,3;19,379677;0,0015504;6,46;3,23;3,23;3,23;0;129,2
234,4;19,3765762;7,1612976;6,46;6,46;3,23;6,46;0;58,8008257
234,5;19,3780297;3,8573629;6,46;6,46;3,23;6,46;0;11,8812643
234,6;19,378708;1,7836706;6,46;6,46;3,23;6,46;0;3,0976023
234,7;19,3797093;0,078166;6,46;6,46;3,23;6,46;0;1,4156121
234,8;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0,0078166
234,9;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
235;19,3797739;0,0003553;6,46;6,46;3,23;6,46;0;0
235,1;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
235,2;19,3798062;0,0002907;6,46;6,46;3,23;6,46;0;0
235,3;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
235,4;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
235,5;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
235,6;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
235,7;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
235,8;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
235,9;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
236;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
236,1;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
236,2;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
236,3;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
236,4;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
236,5;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
236,6;12,6576271;253,9708948;3,23;3,23;3,23;6,46;148,9911467;0
236,7;17,233342;496,9889565;3,23;3,23;3,23;6,46;271,0715484;0
236,8;18,6766998;180,0589986;3,23;3,23;3,23;6,46;281,866273;0
236,9;19,3704715;13,1726183;3,23;3,23;3,23;6,46;288,779442;0
237;19,3778682;0,041667;3,23;3,23;3,23;6,46;290,7;0
237,1;19,3781589;0,0149872;3,23;3,23;3,23;6,46;290,7;0
237,2;19,3783204;0,0136952;3,23;3,23;3,23;6,46;290,7;0
237,3;19,3784819;0,0125001;3,23;3,23;3,23;6,46;290,7;0
237,4;19,3786111;0,0114019;3,23;3,23;3,23;6,46;290,7;0
237,5;19,3787403;0,0104006;3,23;3,23;3,23;6,46;290,7;0
237,6;19,3788372;0,0094962;3,23;3,23;3,23;6,46;290,7;0
237,7;19,3789341;0,0086887;3,23;3,23;3,23;6,46;290,7;0
237,8;19,379031;0,0079135;3,23;3,23;3,23;6,46;290,7;0
237,9;19,3791279;0,0072352;3,23;3,23;3,23;6,46;290,7;0
238;19,3791925;0,0066215;3,23;3,23;3,23;6,46;290,7;0
238,1;19,3792571;0,0060401;3,23;3,23;3,23;6,46;290,7;0
238,2;19,3793217;0,0055233;3,23;3,23;3,23;6,46;290,7;0
238,3;19,3793863;0,0050388;3,23;3,23;3,23;6,46;290,7;0
238,4;19,3794509;0,0045866;3,23;3,23;3,23;6,46;290,7;0
238,5;19,3794832;0,004199;3,23;3,23;3,23;6,46;290,7;0
238,6;19,3795478;0,0038114;3,23;3,23;3,23;6,46;290,7;0
238,7;19,3620089;46,0458141;6,46;3,23;6,46;6,46;282,9754227;0
238,8;19,2994761;94,1010758;6,46;3,23;6,46;6,46;244,49808;0
238,9;19,2678867;118,1370562;6,46;3,23;6,46;6,46;188,3336772;0
239;19,2677252;118,135958;6,46;3,23;6,46;6,46;132,0932725;0
239,1;19,267596;118,134989;6,46;3,23;6,46;6,46;75,833294;0
239,2;19,364173;34,0371263;6,46;3,23;6,46;6,46;39,7039029;0
239,3;19,3708591;19,1732154;6,46;3,23;6,46;6,46;18,4884231;0
239,4;19,3742506;11,6381422;6,46;3,23;6,46;6,46;11,9514845;0
239,5;19,3750258;9,5937137;6,46;3,23;6,46;6,46;7,2362336;0
239,6;19,3755426;8,6160573;6,46;3,23;6,46;6,46;3,86631;0
239,7;19,3791925;5,5060518;6,46;3,23;6,46;6,46;1,9305064;0
239,8;19,3792894;0,0427975;6,46;3,23;6,46;6,46;0;0
239,9;19,379354;0,0027455;6,46;3,23;6,46;6,46;0;0
240;19,3794186;0,0025194;6,46;3,23;6,46;6,46;0;0
240,1;19,3794509;0,0022933;6,46;3,23;6,46;6,46;0;0
240,2;19,3795155;0,0020995;6,46;3,23;6,46;6,46;0;0
240,3;19,3795478;0,0019057;6,46;3,23;6,46;6,46;0;0
240,4;19,3795801;0,0017442;6,46;3,23;6,46;6,46;0;0
240,5;19,3789664;1,2438407;6,46;6,46;3,23;3,23;0;103,9277371
240,6;19,3792894;0,7608911;6,46;6,46;3,23;3,23;0;110,248621
240,7;19,3793863;0,4632466;6,46;6,46;3,23;3,23;0;116,5695049
240,8;19,3794509;0,386954;6,46;6,46;3,23;3,23;0;120,3002195
240,9;19,3795155;0,3391177;6,46;6,46;3,23;3,23;0;123,6734054
241;19,3795478;0,3054934;6,46;6,46;3,23;3,23;0;126,6978482
241,1;19,3797093;0,0018411;6,46;6,46;3,23;3,23;0;127,9870058
241,2;19,3797416;0,0005814;6,46;6,46;3,23;3,23;0;129,1998062
241,3;19,3797739;0,0004522;6,46;6,46;3,23;3,23;0;129,2
241,4;19,3797739;0,0004199;6,46;6,46;3,23;3,23;0;129,2
241,5;19,3798062;0,0003876;6,46;6,46;3,23;3,23;0;129,2
241,6;19,3798062;0,0003553;6,46;6,46;3,23;3,23;0;129,2
241,7;19,3798385;0,000323;6,46;6,46;3,23;3,23;0;129,2
241,8;19,3798385;0,0002907;6,46;6,46;3,23;3,23;0;129,2
241,9;19,3798708;0,0002584;6,46;6,46;3,23;3,23;0;129,2
242;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
242,1;19,3798708;0,0002261;6,46;6,46;3,23;3,23;0;129,2
242,2;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
242,3;19,3799031;0,0001938;6,46;6,46;3,23;3,23;0;129,2
242,4;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
242,5;19,3799031;0,0001615;6,46;6,46;3,23;3,23;0;129,2
242,6;12,626716;79,9594898;3,23;3,23;3,23;6,46;94,1385761;45,1913176
242,7;17,3093762;195,87043;3,23;3,23;3,23;6,46;216,2986296;21,4111532
242,8;18,7009571;171,8577056;3,23;3,23;3,23;6,46;281,548118;9,0657056
242,9;19,3698255;19,4472809;3,23;3,23;3,23;6,46;289,1425586;4,5212248
243;19,3753488;6,2023752;3,23;3,23;3,23;6,46;289,9930822;0
243,1;19,3781589;0,015181;3,23;3,23;3,23;6,46;290,7;0
243,2;19,3783204;0,0138567;3,23;3,23;3,23;6,46;290,7;0
243,3;19,3784496;0,0126616;3,23;3,23;3,23;6,46;290,7;0
243,4;19,3785788;0,0115634;3,23;3,23;3,23;6,46;290,7;0
243,5;19,378708;0,0105621;3,23;3,23;3,23;6,46;290,7;0
243,6;19,3788372;0,0096254;3,23;3,23;3,23;6,46;290,7;0
243,7;19,3789341;0,0087856;3,23;3,23;3,23;6,46;290,7;0
243,8;19,379031;0,0080427;3,23;3,23;3,23;6,46;290,7;0
243,9;19,3790956;0,0073321;3,23;3,23;3,23;6,46;290,7;0
244;19,3791925;0,0066861;3,23;3,23;3,23;6,46;290,7;0
244,1;19,3792571;0,0061047;3,23;3,23;3,23;6,46;290,7;0
244,2;19,3793217;0,0055879;3,23;3,23;3,23;6,46;290,7;0
244,3;19,3793863;0,0051034;3,23;3,23;3,23;6,46;290,7;0
244,4;19,3794186;0,0046512;3,23;3,23;3,23;6,46;290,7;0
244,5;19,3697286;23,0020574;6,46;3,23;3,23;6,46;288,1970084;0
244,6;19,3023185;86,615034;6,46;3,23;3,23;6,46;245,3264458;0
244,7;19,2678221;118,1035288;6,46;3,23;3,23;6,46;195,8343186;0
244,8;19,2676929;118,1353443;6,46;3,23;3,23;6,46;139,5745339;0
244,9;19,2675637;118,1346014;6,46;3,23;3,23;6,46;83,3145554;0
245;19,3305487;77,7509127;6,46;3,23;3,23;6,46;42,5628728;0
245,1;19,3627518;31,8708622;6,46;3,23;3,23;6,46;18,9828392;0
245,2;19,3740568;12,0116594;6,46;3,23;3,23;6,46;12,999135;0
245,3;19,3748966;9,7796002;6,46;3,23;3,23;6,46;7,8223171;0
245,4;19,3754457;8,7440622;6,46;3,23;3,23;6,46;3,3633344;0
245,5;19,3791279;5,5711363;6,46;3,23;3,23;6,46;1,6254329;0
245,6;19,3792571;0,0049742;6,46;3,23;3,23;6,46;0,0004522;0
245,7;19,3793217;0,0031331;6,46;3,23;3,23;6,46;0;0
245,8;19,3793863;0,0028424;6,46;3,23;3,23;6,46;0;0
245,9;19,3794186;0,0026163;6,46;3,23;3,23;6,46;0;0
246;19,3794832;0,0023902;6,46;3,23;3,23;6,46;0;0
246,1;19,3795155;0,0021641;6,46;3,23;3,23;6,46;0;0
246,2;19,3795801;0,0019703;6,46;3,23;3,23;6,46;0;0
246,3;19,3796124;0,0018088;6,46;3,23;3,23;6,46;0;0
246,4;19,3796447;0,0016473;6,46;3,23;3,23;6,46;0;0
246,5;19,379677;0,0015181;6,46;3,23;3,23;6,46;0;0
246,6;19,3797093;0,0004199;6,46;6,46;6,46;6,46;0;0
246,7;19,3797416;0,0003876;6,46;6,46;6,46;6,46;0;0
246,8;19,3797416;0,0003553;6,46;6,46;6,46;6,46;0;0
246,9;19,3797739;0,000323;6,46;6,46;6,46;6,46;0;0
247;19,3798062;0,0002907;6,46;6,46;6,46;6,46;0;0
247,1;19,3798062;0,0002584;6,46;6,46;6,46;6,46;0;0
247,2;19,3798385;0,0002584;6,46;6,46;6,46;6,46;0;0
247,3;19,3798385;0,0002261;6,46;6,46;6,46;6,46;0;0
247,4;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
247,5;19,3798708;0,0001938;6,46;6,46;6,46;6,46;0;0
247,6;19,3798708;0,0001615;6,46;6,46;6,46;6,46;0;0
247,7;19,3799031;0,0001615;6,46;6,46;6,46;6,46;0;0
247,8;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
247,9;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
248;19,3799031;0,0001292;6,46;6,46;6,46;6,46;0;0
248,1;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
248,2;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
248,3;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
248,4;19,3799354;0,0000969;6,46;6,46;6,46;6,46;0;0
248,5;19,3799354;0,0000646;6,46;6,46;6,46;6,46;0;0
248,6;11,8919233;137,3418933;3,23;3,23;3,23;3,23;89,4095654;80,0201169
248,7;16,9197413;247,293968;3,23;3,23;3,23;3,23;214,4632467;109,8924166
248,8;18,5709819;203,6191354;3,23;3,23;3,23;3,23;280,9206582;114,7253687
248,9;19,3700516;17,9562806;3,23;3,23;3,23;3,23;288,679958;118,9558935
249;19,3773837;6,2673305;3,23;3,23;3,23;3,23;289,7669176;122,5789522
249,1;19,3779005;0,3337882;3,23;3,23;3,23;3,23;290,6913436;125,5709012
249,2;19,3780943;0,3042014;3,23;3,23;3,23;3,23;290,7;127,5375513
249,3;19,378385;0,0194123;3,23;3,23;3,23;3,23;290,7;128,3729585
249,4;19,3785142;0,0125001;3,23;3,23;3,23;3,23;290,7;129,2
249,5;19,3786434;0,0114019;3,23;3,23;3,23;3,23;290,7;129,2
249,6;19,3787726;0,0104006;3,23;3,23;3,23;3,23;290,7;129,2
249,7;19,3788695;0,0094962;3,23;3,23;3,23;3,23;290,7;129,2
249,8;19,3789664;0,0086887;3,23;3,23;3,23;3,23;290,7;129,2
249,9;19,3790633;0,0079135;3,23;3,23;3,23;3,23;290,7;129,2
250;19,3791279;0,0072352;3,23;3,23;3,23;3,23;290,7;129,2
250,1;19,3792248;0,0065892;3,23;3,23;3,23;3,23;290,7;129,2
250,2;19,3792894;0,0060401;3,23;3,23;3,23;3,23;290,7;129,2
250,3;19,379354;0,005491;3,23;3,23;3,23;3,23;290,7;129,2
250,4;19,3793863;0,0050388;3,23;3,23;3,23;3,23;290,7;129,2
250,5;19,3794509;0,0045866;3,23;3,23;3,23;3,23;290,7;129,2
250,6;19,3558073;54,3222046;6,46;3,23;3,23;6,46;290,7;114,6525645
250,7;19,3082617;91,0630024;6,46;3,23;3,23;6,46;281,8227003;23,071567
250,8;19,2766723;113,3115654;6,46;3,23;3,23;6,46;230,4494534;10,7932065
250,9;19,2636231;120,2924029;6,46;3,23;3,23;6,46;176,4409464;3,6249321
251;19,2676283;118,8637416;6,46;3,23;3,23;6,46;120,1812909;1,8082509
251,1;19,2674991;118,1344399;6,46;3,23;3,23;6,46;63,9213447;0
251,2;19,3676937;24,7555598;6,46;3,23;3,23;6,46;28,6357265;0
251,3;19,3722157;15,8641127;6,46;3,23;3,23;6,46;16,5673483;0
251,4;19,3743798;11,1272208;6,46;3,23;3,23;6,46;11,1058705;0
251,5;19,3751227;9,3336018;6,46;3,23;3,23;6,46;6,253603;0
251,6;19,3755749;8,4317858;6,46;3,23;3,23;6,46;1,9835107;0
251,7;19,3768992;5,3829565;6,46;3,23;3,23;6,46;0,9509766;0
251,8;19,3792571;0,0331721;6,46;3,23;3,23;6,46;0;0
251,9;19,3793217;0,0030685;6,46;3,23;3,23;6,46;0;0
252;19,3793863;0,0028101;6,46;3,23;3,23;6,46;0;0
252,1;19,3794509;0,0025517;6,46;3,23;3,23;6,46;0;0
252,2;19,3794832;0,0023256;6,46;3,23;3,23;6,46;0;0
252,3;19,3795478;0,0021318;6,46;3,23;3,23;6,46;0;0
252,4;19,3795801;0,001938;6,46;3,23;3,23;6,46;0;0
252,5;19,3796124;0,0017765;6,46;3,23;3,23;6,46;0;0
252,6;19,3796447;0,0006137;6,46;6,46;3,23;6,46;0;0
252,7;19,379677;0,0005491;6,46;6,46;3,23;6,46;0;0
252,8;19,3797093;0,0004845;6,46;6,46;3,23;6,46;0;0
252,9;19,3797416;0,0004522;6,46;6,46;3,23;6,46;0;0
253;19,3797416;0,0004199;6,46;6,46;3,23;6,46;0;0
253,1;19,3797739;0,0003876;6,46;6,46;3,23;6,46;0;0
253,2;19,3798062;0,0003553;6,46;6,46;3,23;6,46;0;0
253,3;19,3798062;0,000323;6,46;6,46;3,23;6,46;0;0
253,4;19,3798385;0,0002907;6,46;6,46;3,23;6,46;0;0
253,5;19,3798385;0,0002584;6,46;6,46;3,23;6,46;0;0
253,6;19,3798708;0,0002584;6,46;6,46;3,23;6,46;0;0
253,7;19,3798708;0,0002261;6,46;6,46;3,23;6,46;0;0
253,8;19,3798708;0,0001938;6,46;6,46;3,23;6,46;0;0
253,9;19,3799031;0,0001938;6,46;6,46;3,23;6,46;0;0
254;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
254,1;19,3799031;0,0001615;6,46;6,46;3,23;6,46;0;0
254,2;19,3799031;0,0001292;6,46;6,46;3,23;6,46;0;0
254,3;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
254,4;19,3799354;0,0001292;6,46;6,46;3,23;6,46;0;0
254,5;19,3799354;0,0000969;6,46;6,46;3,23;6,46;0;0
254,6;12,4872123;197,3909525;3,23;3,23;6,46;6,46;113,3375023;0
254,7;17,3631234;485,7940026;3,23;3,23;6,46;6,46;272,003791;0
